,id,premise,hypothesis,lang_abv,language,label
8995,e571fd51d2,Duke William returned from his conquest of England to attend the consecration of Notre-Dame in 1067.,Duke William conquered England before attending the consecration of Notre-Dame.,en,English,0
8996,307b0cf1f0,You'll find galleries in all the major towns and in some of the smaller villages.,The galleries in major towns are more interesting than those in smaller villages.,en,English,1
8999,cac36c3b78,"Still, I guess that can be got over.",There are some things that you need to ignore.,en,English,0
9000,db724028f5,yeah because those things i think would just snap you know,Because they would break under that much force.,en,English,1
9001,00f191e36a,Gore has been Clinton's lackey for more than six years.,Gore has been with Clinton for six years.,en,English,0
9002,bdd185c375,(Cohen 1999) Although many observers would view this as an extreme step it could reduce costs and allow increased efficiencies.,They don't want to lower costs. ,en,English,2
9003,aa1e3aecc6,Based on field observations and some discussions with U.S.,"It had no basis, just pure speculation. ",en,English,2
9004,eca629d06d,We did it with the aid of consultants and other equal justice stakeholders.,No help was required because we did it all ourselves.,en,English,2
9005,7a42d4c71f,"'We can't find him, Benjamin,' Lincoln/Natalia said.",Lincoln/Natalia and Benjamin found him quite easily.,en,English,2
9006,8d3f9098db,This breakdown of PA-Israeli cooperation is the basis for the Israeli complaint that Arafat is culpable for last week's Jerusalem bombing.,This breakdown of PA-Israeli cooperation is not the basis for Israeli complaints that Arafat is culpable for last weeks Jerusalem bombing.,en,English,2
9007,26f6cf7190,i quit i quit drinking at oh a long time ago quit drinking i didn't smoke i don't smoke i gave everything up so i guess i don't know what just old age i guess is why i,I drink and smoke.,en,English,2
9010,143d5c50d2,"Last year, they were spooked.",They were frightened last year. ,en,English,0
9011,9dcacb186b,I'm busy now.,I won't be busy later if you still need help.,en,English,1
9012,5ec54557a9,"Tax purists would argue that the value of the homemakers' hard work--and the intrafamily benefits they presumably receive in return for it--should, in fact, be treated as income and taxed, just like the wages paid to outside service providers such as baby sitters and housekeepers.","To tax purists, the value of the homemakers' hard work should be taxed.",en,English,0
9013,88e4597c81,It was made up to look as much like an old-fashioned steam train as possible.,They dressed it up as a modern bullet train.,en,English,2
9014,5ded4bc060,The best place to view the spring azaleas is at the Azalea Festival in the last week of April at Tokyo's Nezu shrine.,The Azalea Festival is the largest festival in the world.  ,en,English,1
9016,ba973b5665,but uh these guys were actually on the road uh two thousand miles from from home when they had to file their uh their final exams and send them in,These men were two thousand miles from home when they filed their final exams.,en,English,0
9017,1340baca73,i mean that's a real attractive option if you have the the technology for it all it was was you know i mean she just used a phone modem and she was like she was sitting in the office,She just used a phone modem and it was like she was sitting in the office. ,en,English,0
9018,1a92b83d67,"If anything, ultimate fighting is safer and less cruel than America's blood sport.",There are things that are more dangerous that ultimate fighting. ,en,English,0
9019,db2eaec62b,so well i think we've taken up at least five minutes,I have taken up the last 5 minutes.,en,English,0
9020,c9fc8ffa06,"So unlike people who are fortunate enough to be able to afford attorneys and can go to another lawyer, our clients are simply lost in the legal system if they cannot get access to it from us.",We are the only hope our clients have for legal assistance.,en,English,0
9021,f678ef1c1d,"No, Dave Hanson, you were too important to us for that.","Yes,Dave Man, you are not important to us.",en,English,2
9022,4e1c8bb77d,One large multinational corporation uses atechnical facilitators- to support its initiatives.,Some corporations use atechnical facilitators.,en,English,0
9024,dae3c08e04,"'Dave Hanson, to whom nothing was impossible.' Well, we have a nearly impossible task: a task of engineering and building.","This building job is almost impossible, even for an experienced engineer.",en,English,1
9027,9ab5388865,The strangest role reversal is going on right now and concerns democracy itself.,There is not role reversal going on right now in relation to democracy.,en,English,2
9028,9d9028a02d,How do you propose to get in touch with your would-be employers?,How will you contact the bakery shop owner?,en,English,1
9030,13a507b8b3,"Once they know their Social Security benefits promised under current law, workers can calculate how much they can expect from employer-sponsored pension plans and how much they need to save on their own for retirement.",Workers cannot calculate how much they can expect from employer-sponsored pension plans.,en,English,2
9031,eb0cf134ea,oh like if they say i i we just type it in like that,Change it before typing it in.,en,English,2
9032,d953379fe1,The cover story details the disturbing behavior of the Littleton killers before last week's massacre.,The story has details about the killers' actions.,en,English,0
9033,79aa337f64,"These 900 hectares (2,224 acres) of parkland on the western edge of the city constitute one of Baron Haussmann's happier achievements.",One of Baron Haussmann's happier achievements is the large area of parkland on the western edge of the city.,en,English,0
9037,2e36f40a5f,"Oh, sorry, wrong church.",It was the right church.,en,English,2
9038,63e5b0d095,"It spoke of thousands of years, even before the times of the old empire.",The old Empire is still ongoing.,en,English,1
9043,5c7cb68794,We look forward to receiving comments from the readers of this paper.,All the comments received have been positive.,en,English,1
9045,35766f0501,"Vaikuntaperumal is a Vishnu temple of the same period, famous for its elevated colonnade of lively sculpted reliefs showing the many exploits of the Pallava kings.",The sculpture reliefs in the temple depict only mythological characters.,en,English,2
